school_canon,respondents_used,avg_score,denom_total,unused_pct
不明,2,3.5,3,33.3
北海道天塩高等学校,13,2.3846153846153846,14,7.1
岩沼小学校,71,3.8309859154929575,72,1.4
洗足学園中学校,56,2.1964285714285716,65,13.8
西京高等学校,42,3.1904761904761907,47,10.6
西京高等学校付属中学校,190,3.3421052631578947,198,4.0
西賀茂中学校,209,2.4976076555023923,289,27.7
北海道寿都高等学校,2,1.5,2,0.0
