grade_canon,respondents_used,avg_score,denom_total,unused_pct
高校1年生,41,3.8780487804878048,44,6.8
高校2年生,14,3.4285714285714284,15,6.7
高校3年生,4,3.25,5,20.0
中学校1年生,6,2.8333333333333335,6,0.0
中学校2年生,209,3.2822966507177034,218,4.1
中学校3年生,244,3.3442622950819674,329,25.8
小学校6年生,72,4.055555555555555,72,0.0
