school_canon,respondents,avg_months,avg_freq
西京高等学校付属中学校,193,27.181347150259068,3.1414141414141414
西京高等学校,45,21.488888888888887,2.595744680851064
洗足学園中学校,61,10.639344262295081,2.123076923076923
北海道寿都高等学校,2,6.0,1.0
岩沼小学校,71,5.915492957746479,2.0555555555555554
北海道天塩高等学校,14,4.0,1.5714285714285714
西賀茂中学校,275,3.0145454545454546,1.5432525951557095
