school_canon,respondents,avg_score
北海道天塩高等学校,12,0.5
岩沼小学校,71,0.16901408450704225
洗足学園中学校,63,0.19047619047619047
西京高等学校,45,0.7777777777777778
西京高等学校付属中学校,189,1.1693121693121693
西賀茂中学校,262,0.767175572519084
北海道寿都高等学校,2,0.5
