school_canon,respondents,avg_hours,median_hours
不明,2,1.5,1.5
北海道天塩高等学校,14,4.571428571428571,2.0
岩沼小学校,70,5.687142857142858,3.0
洗足学園中学校,63,3.0095238095238095,2.0
西京高等学校,47,4.382978723404255,3.0
西京高等学校付属中学校,198,5.181818181818182,5.0
西賀茂中学校,288,3.0083333333333333,1.0
北海道寿都高等学校,2,0.0,0.0
