grade_canon,respondents,avg_hours,median_hours
中1,6,0.3671666666666667,0.1015
中2,218,1.0417431192660551,0.5
中3,328,0.819359756097561,0.5
小6,71,1.615492957746479,1.0
高1,44,0.9363636363636364,0.1
高2,15,0.6666666666666666,0.0
高3,5,0.3,0.0
