school_canon,respondents,avg_hours,median_hours
不明,2,0.5,0.5
北海道天塩高等学校,14,0.6785714285714286,0.75
岩沼小学校,71,1.615492957746479,1.0
洗足学園中学校,65,0.7992307692307693,0.5
西京高等学校,47,1.0468085106382978,0.2
西京高等学校付属中学校,198,0.7623737373737374,0.5
西賀茂中学校,288,0.9935868055555557,0.5
北海道寿都高等学校,2,1.0,1.0
