school_canon,respondents,avg_hours,median_hours
不明,2,1.0,1.0
北海道天塩高等学校,14,3.357142857142857,2.0
岩沼小学校,67,5.965671641791045,5.0
洗足学園中学校,63,10.626984126984127,10.0
西京高等学校,47,4.691489361702128,4.0
西京高等学校付属中学校,198,5.7436868686868685,5.0
西賀茂中学校,289,3.40242214532872,2.0
北海道寿都高等学校,2,1.5,1.5
