学年_canon,respondents,avg_score
中1,6,1.5
中2,215,1.2232558139534884
中3,309,0.7702265372168284
小6,71,1.591549295774648
高1,43,0.8372093023255814
高2,13,1.0
高3,3,1.6666666666666667
